customer_id,signup_date,region,loyalty_tier,email
C100566,04/23/2023,West,Gold,user566@example.com
C100567,03/14/2021,Central,Gold,user567@example.com
C100568,05/12/2023,Central,Bronze,user568@example.com
C100569,06/01/2022,West,Bronze,user569@example.com
C100570,05/28/2022,West,Bronze,user570@example.com
C100571,11/24/2022,Central,Gold,user571@example.com
C100572,09/18/2022,North,Silver,user572@example.com
C100573,09/11/2023,South,Gold,user573@example.com
C100574,06/17/2022,West,Bronze,user574@example.com
C100575,09/29/2022,East,Silver,user575@example.com
C100576,04/23/2022,West,Gold,user576@example.com
C100577,06/09/2023,South,Silver,user577@example.com
C100578,06/28/2022,South,Silver,user578@example.com
C100579,01/04/2022,East,Bronze,user579@example.com
C100580,07/16/2022,Central,Bronze,user580@example.com
C100581,01/04/2022,North,Platinum,user581@example.com
C100582,08/23/2021,East,Silver,user582@example.com
C100583,05/31/2021,East,Bronze,user583@example.com
C100584,11/02/2022,North,Gold,user584@example.com
C100585,04/25/2021,West,Silver,user585@example.com
C100586,04/13/2023,Central,Bronze,user586@example.com
C100587,06/12/2021,Central,Gold,user587@example.com
C100588,03/26/2021,West,Bronze,user588@example.com
C100589,03/21/2021,South,Bronze,user589@example.com
C100590,02/09/2022,East,Platinum,user590@example.com
C100591,02/06/2022,West,Bronze,user591@example.com
C100592,01/30/2022,Central,Gold,user592@example.com
C100593,01/01/2021,North,Platinum,user593@example.com
C100594,06/16/2023,West,Platinum,user594@example.com
C100595,08/15/2021,South,Silver,user595@example.com
C100596,11/07/2022,West,Bronze,user596@example.com
C100597,04/30/2021,Central,Gold,user597@example.com
C100598,04/29/2021,West,Bronze,user598@example.com
C100599,06/06/2021,,Bronze,user599@example.com
C100600,03/02/2022,,Bronze,user600@example.com
C100601,03/15/2023,South,Silver,user601@example.com
C100602,05/04/2023,South,Silver,user602@example.com
C100603,09/26/2023,Central,Gold,user603@example.com
C100604,06/23/2021,North,Silver,user604@example.com
C100605,05/07/2023,East,Bronze,user605@example.com
C100606,03/21/2022,North,Silver,user606@example.com
C100607,08/03/2021,Central,Silver,user607@example.com
C100608,03/29/2021,East,Bronze,user608@example.com
C100609,04/22/2022,West,Silver,user609@example.com
C100610,09/01/2021,South,Bronze,user610@example.com
C100611,06/27/2023,West,Silver,user611@example.com
C100612,01/12/2022,Central,Silver,user612@example.com
C100613,01/12/2021,West,Silver,user613@example.com
C100614,06/05/2023,North,Bronze,user614@example.com
C100615,02/11/2022,East,Bronze,user615@example.com
C100616,07/14/2023,East,Silver,user616@example.com
C100617,07/22/2023,Central,Bronze,user617@example.com
C100618,04/15/2023,South,Platinum,user618@example.com
C100619,04/04/2021,East,Gold,user619@example.com
C100620,12/26/2021,East,Silver,user620@example.com
C100621,05/24/2023,,Silver,user621@example.com
C100622,11/07/2021,North,Platinum,user622@example.com
C100623,11/14/2022,West,Platinum,user623@example.com
C100624,02/02/2023,East,Gold,user624@example.com
C100625,01/28/2022,North,Gold,user625@example.com
C100626,11/10/2022,Central,Silver,user626@example.com
C100627,04/01/2021,South,Platinum,user627@example.com
C100628,05/26/2021,North,Gold,user628@example.com
C100629,05/25/2021,North,Silver,user629@example.com
C100630,08/07/2022,South,Silver,user630@example.com
C100631,09/23/2022,North,Bronze,user631@example.com
C100632,02/26/2021,North,Silver,user632@example.com
C100633,09/03/2021,East,Silver,user633@example.com
C100634,02/12/2023,North,Bronze,user634@example.com
C100635,02/06/2023,East,Silver,user635@example.com
C100636,06/24/2021,South,Silver,user636@example.com
C100637,03/09/2021,East,Bronze,user637@example.com
C100638,08/29/2021,West,Silver,user638@example.com
C100639,12/29/2022,North,Silver,user639@example.com
C100640,08/01/2023,North,Silver,user640@example.com
C100641,03/08/2023,Central,Bronze,user641@example.com
C100642,11/16/2022,East,Bronze,user642@example.com
C100643,10/20/2021,North,Bronze,user643@example.com
C100644,02/01/2021,South,Bronze,user644@example.com
C100645,11/01/2021,East,Silver,user645@example.com
C100646,07/07/2022,North,Silver,user646@example.com
C100647,09/27/2022,South,Platinum,user647@example.com
C100648,07/07/2023,South,Silver,user648@example.com
C100649,07/07/2021,Central,Bronze,user649@example.com
C100650,09/13/2021,West,Bronze,user650@example.com
C100651,11/17/2021,South,Silver,user651@example.com
C100652,01/29/2021,Central,Bronze,user652@example.com
C100653,01/08/2021,North,Bronze,user653@example.com
C100654,07/10/2022,West,Platinum,user654@example.com
C100655,12/13/2021,South,Silver,user655@example.com
C100656,05/14/2021,North,Gold,user656@example.com
C100657,11/29/2021,Central,Gold,user657@example.com
C100658,04/14/2023,Central,Bronze,user658@example.com
C100659,08/02/2021,South,Platinum,user659@example.com
C100660,08/25/2022,East,Gold,user660@example.com
C100661,11/24/2022,North,Silver,user661@example.com
C100662,03/31/2021,East,Bronze,user662@example.com
C100663,01/14/2022,East,Bronze,user663@example.com
C100664,01/22/2021,South,Bronze,user664@example.com
C100665,09/07/2022,South,Bronze,user665@example.com
C100666,04/18/2021,Central,Bronze,user666@example.com
C100667,01/12/2022,East,Silver,user667@example.com
C100668,06/15/2021,West,Silver,user668@example.com
C100669,03/05/2023,West,Bronze,user669@example.com
C100670,01/18/2022,Central,Silver,user670@example.com
C100671,08/04/2022,East,Gold,user671@example.com
C100672,02/18/2022,East,Bronze,user672@example.com
C100673,05/31/2021,East,Bronze,user673@example.com
C100674,02/02/2021,Central,Bronze,user674@example.com
C100675,04/12/2023,West,Silver,user675@example.com
C100676,04/16/2022,West,Platinum,user676@example.com
C100677,01/09/2023,West,Bronze,user677@example.com
C100678,01/11/2021,East,Silver,user678@example.com
C100679,11/30/2021,North,Silver,user679@example.com
C100680,11/07/2022,North,Bronze,user680@example.com
C100681,07/19/2023,East,Bronze,user681@example.com
C100682,07/05/2022,West,Gold,user682@example.com
C100683,12/26/2021,North,Gold,user683@example.com
C100684,09/17/2022,North,Bronze,user684@example.com
C100685,04/10/2022,South,Gold,user685@example.com
C100686,08/23/2023,Central,Gold,user686@example.com
C100687,07/09/2023,West,Silver,user687@example.com
C100688,05/28/2022,South,Platinum,user688@example.com
C100689,03/24/2021,North,Silver,user689@example.com
C100690,08/28/2023,North,Silver,user690@example.com
C100691,02/14/2023,East,Platinum,user691@example.com
C100692,07/03/2023,South,Bronze,user692@example.com
C100693,09/16/2021,Central,Bronze,user693@example.com
C100694,01/15/2021,South,Bronze,user694@example.com
C100695,11/18/2022,South,Platinum,user695@example.com
C100696,11/19/2021,South,Platinum,user696@example.com
C100697,10/15/2021,Central,Bronze,user697@example.com
C100698,06/24/2023,North,Bronze,user698@example.com
C100699,03/19/2021,East,Gold,user699@example.com
C100700,04/22/2022,North,Gold,user700@example.com
C100701,06/19/2021,East,Bronze,user701@example.com
C100702,06/04/2021,West,Silver,user702@example.com
C100703,09/08/2022,East,Silver,user703@example.com
C100704,02/26/2023,South,Bronze,user704@example.com
C100705,12/07/2021,West,Bronze,user705@example.com
C100706,06/20/2022,North,Bronze,user706@example.com
C100707,11/27/2022,South,Bronze,user707@example.com
C100708,07/14/2023,South,Bronze,user708@example.com
C100709,12/15/2021,Central,Silver,user709@example.com
C100710,06/11/2023,West,Platinum,user710@example.com
C100711,05/21/2022,East,Silver,user711@example.com
C100712,12/21/2022,North,Bronze,user712@example.com
C100713,03/25/2023,West,Silver,user713@example.com
C100714,05/16/2023,North,Bronze,user714@example.com
C100715,08/19/2023,North,Bronze,user715@example.com
C100716,02/09/2023,Central,Bronze,user716@example.com
C100717,03/04/2023,South,Bronze,user717@example.com
C100718,09/08/2022,South,Bronze,user718@example.com
C100719,04/07/2023,Central,Platinum,user719@example.com
C100720,03/16/2023,North,Platinum,user720@example.com
C100721,07/09/2022,South,Bronze,user721@example.com
C100722,02/17/2021,Central,Bronze,user722@example.com
C100723,05/05/2023,West,Bronze,user723@example.com
C100724,03/04/2022,East,Bronze,user724@example.com
C100725,06/17/2023,North,Silver,user725@example.com
C100726,08/20/2022,North,Bronze,user726@example.com
C100727,07/20/2021,South,Gold,user727@example.com
C100728,12/10/2021,Central,Bronze,user728@example.com
C100729,11/18/2022,East,Bronze,user729@example.com
C100730,03/31/2023,East,Bronze,user730@example.com
C100731,01/17/2022,East,Silver,user731@example.com
C100732,06/24/2022,South,Platinum,user732@example.com
C100733,10/19/2021,West,Gold,user733@example.com
C100734,07/26/2021,East,Silver,user734@example.com
C100735,05/31/2021,West,Bronze,user735@example.com
C100736,09/21/2022,Central,Gold,user736@example.com
C100737,08/25/2022,South,Bronze,user737@example.com
C100738,04/28/2021,South,Silver,user738@example.com
C100739,12/03/2022,West,Silver,user739@example.com
C100740,08/10/2023,West,Bronze,user740@example.com
C100741,03/05/2023,South,Bronze,user741@example.com
C100742,06/27/2022,Central,Bronze,user742@example.com
C100743,04/17/2021,North,Silver,user743@example.com
C100744,08/12/2022,North,Silver,user744@example.com
C100745,03/18/2022,East,Bronze,user745@example.com
C100746,08/01/2023,West,Gold,user746@example.com
C100747,05/06/2023,East,Silver,user747@example.com
C100748,05/21/2023,East,Bronze,user748@example.com
C100749,02/01/2023,North,Bronze,user749@example.com
C100750,09/06/2021,West,Silver,user750@example.com
C100751,03/20/2022,Central,Platinum,user751@example.com
C100752,08/24/2022,West,Silver,user752@example.com
C100753,12/09/2021,North,Platinum,user753@example.com
C100754,06/05/2021,North,Bronze,user754@example.com
C100755,01/22/2022,South,Bronze,user755@example.com
C100756,03/30/2023,East,Silver,user756@example.com
C100757,02/07/2022,East,Gold,user757@example.com
C100758,05/26/2023,Central,Gold,user758@example.com
C100759,05/01/2022,South,Silver,user759@example.com
C100760,06/14/2022,West,Bronze,user760@example.com
C100761,02/22/2021,West,Bronze,user761@example.com
C100762,04/11/2022,South,Gold,user762@example.com
C100763,06/01/2022,West,Bronze,user763@example.com
C100764,08/25/2022,South,Bronze,user764@example.com
C100765,08/10/2021,West,Silver,user765@example.com
C100766,04/24/2023,South,Bronze,user766@example.com
C100767,09/06/2022,East,Gold,user767@example.com
C100768,02/06/2023,South,Gold,user768@example.com
C100769,08/12/2021,East,Gold,user769@example.com
C100770,07/25/2022,South,Gold,user770@example.com
C100771,05/31/2022,Central,Bronze,user771@example.com
C100772,07/16/2023,East,Silver,user772@example.com
C100773,09/01/2023,North,Silver,user773@example.com
C100774,03/30/2022,East,Gold,user774@example.com
C100775,09/06/2021,South,Bronze,user775@example.com
C100776,01/14/2023,North,Bronze,user776@example.com
C100777,03/04/2021,Central,Platinum,user777@example.com
C100778,01/01/2021,Central,Silver,user778@example.com
C100779,05/06/2022,North,Bronze,user779@example.com
C100780,12/31/2021,South,Silver,user780@example.com
C100781,05/01/2021,West,Bronze,user781@example.com
C100782,03/21/2021,South,Gold,user782@example.com
C100783,03/21/2022,East,Bronze,user783@example.com
C100784,01/28/2023,North,Silver,user784@example.com
C100785,04/11/2021,South,Silver,user785@example.com
C100786,02/14/2021,East,Bronze,user786@example.com
C100787,10/16/2022,East,Gold,user787@example.com
C100788,09/01/2022,South,Silver,user788@example.com
C100789,04/27/2021,South,Silver,user789@example.com
C100790,07/22/2022,East,Platinum,user790@example.com
C100791,04/26/2022,North,Bronze,user791@example.com
C100792,11/26/2022,North,Gold,user792@example.com
C100793,11/28/2021,East,Bronze,user793@example.com
C100794,08/24/2021,West,Bronze,user794@example.com
C100795,07/13/2021,West,Bronze,user795@example.com
C100796,12/19/2021,Central,Silver,user796@example.com
C100797,01/14/2023,South,Bronze,user797@example.com
C100798,01/26/2022,South,Bronze,user798@example.com
C100799,11/01/2021,West,Bronze,user799@example.com
C100800,01/23/2022,South,Silver,user800@example.com
C100801,07/24/2023,Central,Silver,user801@example.com
C100802,07/22/2022,East,Gold,user802@example.com
C100803,09/18/2023,Central,Gold,user803@example.com
C100804,06/20/2023,South,Bronze,user804@example.com
C100805,08/08/2021,North,Gold,user805@example.com
C100806,09/09/2022,North,Gold,user806@example.com
C100807,10/14/2021,South,Platinum,user807@example.com
C100808,03/06/2023,North,Silver,user808@example.com
C100809,10/30/2021,West,Bronze,user809@example.com
C100810,02/25/2021,East,Platinum,user810@example.com
C100811,07/08/2022,East,Silver,user811@example.com
C100812,04/03/2023,North,Silver,user812@example.com
C100813,05/15/2022,North,Silver,user813@example.com
C100814,03/06/2023,East,Bronze,user814@example.com
C100815,04/02/2021,South,Bronze,user815@example.com
C100816,12/31/2022,East,Silver,user816@example.com
C100817,08/18/2023,Central,Bronze,user817@example.com
C100818,08/21/2023,Central,Silver,user818@example.com
C100819,10/24/2022,South,Gold,user819@example.com
C100820,08/25/2021,South,Bronze,user820@example.com
C100821,09/08/2023,North,Silver,user821@example.com
C100822,12/16/2022,West,Silver,user822@example.com
C100823,05/13/2022,South,Bronze,user823@example.com
C100824,12/20/2021,North,Bronze,user824@example.com
C100825,02/07/2021,South,Gold,user825@example.com
C100826,03/24/2023,Central,Silver,user826@example.com
C100827,11/21/2022,Central,Platinum,user827@example.com
C100828,12/24/2022,Central,Silver,user828@example.com
C100829,10/29/2021,East,Silver,user829@example.com
C100830,04/30/2023,North,Silver,user830@example.com
C100831,11/08/2021,North,Silver,user831@example.com
C100832,05/10/2022,Central,Bronze,user832@example.com
C100833,02/25/2023,South,Bronze,user833@example.com
C100834,08/15/2021,East,Bronze,user834@example.com
C100835,08/27/2023,East,Bronze,user835@example.com
C100836,06/06/2023,Central,Silver,user836@example.com
C100837,08/13/2022,North,Silver,user837@example.com
C100838,03/04/2021,Central,Bronze,user838@example.com
C100839,07/14/2022,East,Silver,user839@example.com
C100840,03/11/2021,Central,Bronze,user840@example.com
C100841,02/11/2022,West,Platinum,user841@example.com
C100842,07/07/2022,East,Gold,user842@example.com
C100843,03/31/2023,West,Gold,user843@example.com
C100844,09/06/2023,North,Platinum,user844@example.com
C100845,08/01/2022,Central,Silver,user845@example.com
C100846,07/31/2023,East,Silver,user846@example.com
C100847,08/08/2023,West,Bronze,user847@example.com
C100848,02/02/2021,West,Gold,user848@example.com
C100849,06/30/2021,Central,Gold,user849@example.com
C100850,01/07/2022,South,Bronze,user850@example.com
C100851,12/13/2022,West,Bronze,user851@example.com
C100852,06/20/2023,,Bronze,user852@example.com
C100853,01/30/2021,East,Gold,user853@example.com
C100854,03/18/2021,South,Silver,user854@example.com
C100855,12/23/2021,West,Silver,user855@example.com
C100856,01/01/2021,West,Bronze,user856@example.com
C100857,08/18/2021,North,Gold,user857@example.com
C100858,01/03/2021,East,Bronze,user858@example.com
C100859,03/27/2023,West,Silver,user859@example.com
C100860,12/08/2021,East,Bronze,user860@example.com
C100861,03/02/2023,East,Silver,user861@example.com
C100862,11/26/2021,East,Gold,user862@example.com
C100863,09/18/2023,Central,Bronze,user863@example.com
C100864,05/05/2023,Central,Gold,user864@example.com
C100865,04/30/2021,South,Gold,user865@example.com
C100866,03/14/2022,South,Bronze,user866@example.com
C100867,05/06/2023,,Bronze,user867@example.com
C100868,07/29/2023,West,Gold,user868@example.com
C100869,02/22/2021,Central,Gold,user869@example.com
C100870,02/18/2023,Central,Platinum,user870@example.com
C100871,05/17/2021,South,Silver,user871@example.com
C100872,04/24/2023,West,Bronze,user872@example.com
C100873,09/24/2022,Central,Bronze,user873@example.com
C100874,10/23/2021,,Platinum,user874@example.com
C100875,04/05/2023,West,Gold,user875@example.com
C100876,11/20/2021,West,Silver,user876@example.com
C100877,05/11/2022,North,Gold,user877@example.com
C100878,09/20/2022,West,Silver,user878@example.com
C100879,04/20/2023,North,Gold,user879@example.com
C100880,09/17/2022,Central,Bronze,user880@example.com
C100881,02/24/2023,West,Silver,user881@example.com
C100882,08/06/2022,East,Silver,user882@example.com
C100883,02/15/2023,West,Bronze,user883@example.com
C100884,11/30/2021,Central,Gold,user884@example.com
C100885,01/17/2021,North,Bronze,user885@example.com
C100886,02/04/2023,West,Silver,user886@example.com
C100887,01/03/2021,West,Bronze,user887@example.com
C100888,12/26/2021,North,Gold,user888@example.com
C100889,10/07/2022,West,Gold,user889@example.com
C100890,08/21/2023,Central,Gold,user890@example.com
C100891,01/30/2021,East,Bronze,user891@example.com
C100892,08/18/2021,South,Silver,user892@example.com
C100893,11/30/2021,South,Bronze,user893@example.com
C100894,07/11/2021,West,Silver,user894@example.com
C100895,03/04/2023,East,Bronze,user895@example.com
C100896,07/12/2021,Central,Bronze,user896@example.com
C100897,12/27/2022,West,Gold,user897@example.com
C100898,05/18/2023,Central,Bronze,user898@example.com
C100899,04/18/2021,South,Platinum,user899@example.com
C100900,08/28/2021,North,Silver,user900@example.com
C100901,08/07/2021,Central,Gold,user901@example.com
C100902,01/04/2023,North,Gold,user902@example.com
C100903,12/21/2022,North,Silver,user903@example.com
C100904,10/07/2022,South,Bronze,user904@example.com
C100905,05/30/2021,East,Gold,user905@example.com
C100906,08/27/2021,East,Bronze,user906@example.com
C100907,10/30/2022,West,Bronze,user907@example.com
C100908,03/05/2022,West,Bronze,user908@example.com
C100909,01/12/2022,Central,Platinum,user909@example.com
C100910,04/04/2022,Central,Bronze,user910@example.com
C100911,02/16/2022,Central,Gold,user911@example.com
C100912,03/25/2022,Central,Bronze,user912@example.com
C100913,03/27/2021,West,Platinum,user913@example.com
C100914,03/05/2023,Central,Silver,user914@example.com
C100915,05/28/2023,West,Silver,user915@example.com
C100916,08/22/2023,Central,Gold,user916@example.com
C100917,01/06/2021,South,Bronze,user917@example.com
C100918,06/16/2023,Central,Gold,user918@example.com
C100919,11/17/2022,Central,Platinum,user919@example.com
C100920,10/01/2021,West,Silver,user920@example.com
C100921,04/23/2023,West,Silver,user921@example.com
C100922,03/19/2023,West,Bronze,user922@example.com
C100923,10/26/2022,North,Gold,user923@example.com
C100924,05/03/2022,East,Silver,user924@example.com
C100925,12/08/2022,West,Silver,user925@example.com
C100926,09/07/2023,South,Silver,user926@example.com
C100927,09/10/2023,Central,Silver,user927@example.com
C100928,04/25/2023,East,Silver,user928@example.com
C100929,02/22/2021,East,Bronze,user929@example.com
C100930,03/04/2023,South,Bronze,user930@example.com
C100931,05/30/2022,East,Platinum,user931@example.com
C100932,12/13/2022,North,Platinum,user932@example.com
C100933,04/22/2022,South,Bronze,user933@example.com
C100934,09/06/2022,South,Silver,user934@example.com
C100935,08/07/2022,Central,Bronze,user935@example.com
C100936,09/09/2021,South,Silver,user936@example.com
C100937,03/11/2022,South,Bronze,user937@example.com
C100938,07/08/2021,Central,Silver,user938@example.com
C100939,01/16/2023,East,Silver,user939@example.com
C100940,10/19/2021,Central,Silver,user940@example.com
C100941,12/19/2021,North,Bronze,user941@example.com
C100942,09/19/2022,Central,Silver,user942@example.com
C100943,10/09/2021,Central,Bronze,user943@example.com
C100944,06/19/2021,Central,Silver,user944@example.com
C100945,12/26/2022,South,Platinum,user945@example.com
C100946,08/13/2023,South,Platinum,user946@example.com
C100947,03/31/2023,East,Silver,user947@example.com
C100948,09/19/2021,West,Silver,user948@example.com
C100949,03/15/2022,North,Bronze,user949@example.com
C100950,06/12/2023,South,Bronze,user950@example.com
C100951,02/07/2023,Central,Silver,user951@example.com
C100952,02/24/2022,South,Bronze,user952@example.com
C100953,08/15/2022,West,Bronze,user953@example.com
C100954,10/24/2021,North,Platinum,user954@example.com
C100955,09/18/2021,,Silver,user955@example.com
C100956,02/16/2022,South,Silver,user956@example.com
C100957,06/05/2022,East,Bronze,user957@example.com
C100958,03/07/2021,North,Gold,user958@example.com
C100959,06/17/2022,North,Silver,user959@example.com
C100960,09/16/2021,West,Silver,user960@example.com
C100961,11/18/2022,,Gold,user961@example.com
C100962,05/07/2022,Central,Bronze,user962@example.com
C100963,03/19/2021,South,Silver,user963@example.com
C100964,02/16/2023,West,Silver,user964@example.com
C100965,02/10/2022,South,Bronze,user965@example.com
C100966,05/20/2021,North,Bronze,user966@example.com
C100967,03/06/2021,South,Platinum,user967@example.com
C100968,01/11/2021,West,Bronze,user968@example.com
C100969,05/24/2023,West,Bronze,user969@example.com
C100970,09/25/2022,South,Silver,user970@example.com
C100971,06/01/2023,Central,Gold,user971@example.com
C100972,02/22/2022,West,Gold,user972@example.com
C100973,03/07/2023,East,Silver,user973@example.com
C100974,02/01/2021,West,Silver,user974@example.com
C100975,06/27/2023,North,Silver,user975@example.com
C100976,02/01/2021,North,Silver,user976@example.com
C100977,09/24/2023,North,Platinum,user977@example.com
C100978,03/13/2023,South,Silver,user978@example.com
C100979,09/23/2021,South,Silver,user979@example.com
C100980,01/04/2023,North,Platinum,user980@example.com
C100981,04/27/2023,West,Silver,user981@example.com
C100982,03/08/2021,East,Bronze,user982@example.com
C100983,04/22/2023,West,Bronze,user983@example.com
C100984,07/23/2021,South,Bronze,user984@example.com
C100985,05/21/2022,East,Silver,user985@example.com
C100986,05/02/2021,South,Gold,user986@example.com
C100987,11/18/2021,East,Bronze,user987@example.com
C100988,04/28/2022,East,Bronze,user988@example.com
C100989,12/05/2022,Central,Silver,user989@example.com
C100990,03/23/2021,Central,Silver,user990@example.com
C100991,05/14/2021,North,Bronze,user991@example.com
C100992,09/16/2022,South,Silver,user992@example.com
C100993,03/20/2022,West,Platinum,user993@example.com
C100994,11/10/2022,West,Silver,user994@example.com
C100995,05/14/2023,,Gold,user995@example.com
C100996,02/20/2021,West,Silver,user996@example.com
C100997,05/23/2021,South,Gold,user997@example.com
C100998,05/18/2022,North,Gold,user998@example.com
C100999,05/01/2021,West,Silver,user999@example.com
C101000,12/23/2022,South,Silver,user1000@example.com
C101001,04/16/2022,Central,Gold,user1001@example.com
C101002,02/05/2022,East,Gold,user1002@example.com
C101003,05/31/2023,North,Platinum,user1003@example.com
C101004,02/13/2023,Central,Bronze,user1004@example.com
C101005,06/01/2023,East,Gold,user1005@example.com
C101006,02/28/2022,Central,Platinum,user1006@example.com
C101007,05/05/2021,South,Silver,user1007@example.com
C101008,05/03/2023,Central,Bronze,user1008@example.com
C101009,05/05/2021,Central,Gold,user1009@example.com
C101010,06/18/2023,East,Bronze,user1010@example.com
C101011,01/23/2021,North,Platinum,user1011@example.com
C101012,01/24/2022,West,Silver,user1012@example.com
C101013,01/21/2023,West,Bronze,user1013@example.com
C101014,08/14/2021,South,Gold,user1014@example.com
C101015,05/22/2023,Central,Silver,user1015@example.com
C101016,07/18/2022,North,Silver,user1016@example.com
C101017,12/19/2021,South,Silver,user1017@example.com
C101018,04/18/2022,North,Bronze,user1018@example.com
C101019,11/21/2022,North,Platinum,user1019@example.com
C101020,04/03/2023,,Bronze,user1020@example.com
C101021,06/26/2023,South,Gold,user1021@example.com
C101022,01/17/2021,West,Platinum,user1022@example.com
C101023,03/02/2022,West,Bronze,user1023@example.com
C101024,04/26/2022,South,Bronze,user1024@example.com
C101025,01/11/2022,South,Bronze,user1025@example.com
C101026,09/20/2022,West,Silver,user1026@example.com
C101027,10/27/2021,West,Gold,user1027@example.com
C101028,03/19/2022,North,Platinum,user1028@example.com
C101029,10/22/2022,North,Bronze,user1029@example.com
C101030,02/26/2023,Central,Silver,user1030@example.com
C101031,07/30/2023,Central,Platinum,user1031@example.com
C101032,12/24/2022,South,Bronze,user1032@example.com
C101033,03/18/2022,West,Silver,user1033@example.com
C101034,01/01/2021,West,Bronze,user1034@example.com
C101035,06/09/2022,East,Silver,user1035@example.com
C101036,02/15/2021,North,Bronze,user1036@example.com
C101037,10/05/2021,South,Bronze,user1037@example.com
C101038,02/24/2023,North,Bronze,user1038@example.com
C101039,06/24/2021,East,Gold,user1039@example.com
C101040,04/21/2022,,Silver,user1040@example.com
C101041,08/15/2023,West,Silver,user1041@example.com
C101042,04/12/2022,East,Bronze,user1042@example.com
C101043,09/29/2021,East,Silver,user1043@example.com
C101044,12/29/2021,West,Platinum,user1044@example.com
C101045,09/08/2021,North,Gold,user1045@example.com
C101046,09/16/2023,East,Bronze,user1046@example.com
C101047,02/08/2022,North,Silver,user1047@example.com
C101048,12/16/2022,West,Bronze,user1048@example.com
C101049,07/30/2023,North,Bronze,user1049@example.com
C101050,05/07/2022,West,Platinum,user1050@example.com
C101051,08/25/2022,West,Bronze,user1051@example.com
C101052,04/13/2023,East,Silver,user1052@example.com
C101053,08/24/2022,North,Gold,user1053@example.com
C101054,06/29/2022,West,Silver,user1054@example.com
C101055,07/06/2022,South,Bronze,user1055@example.com
C101056,11/20/2022,North,Bronze,user1056@example.com
C101057,09/02/2023,West,Silver,user1057@example.com
C101058,02/26/2022,South,Gold,user1058@example.com
C101059,09/27/2022,Central,Bronze,user1059@example.com
C101060,02/09/2021,West,Platinum,user1060@example.com
C101061,06/30/2023,South,Bronze,user1061@example.com
C101062,06/24/2022,East,Bronze,user1062@example.com
C101063,03/12/2022,North,Gold,user1063@example.com
C101064,01/24/2023,East,Silver,user1064@example.com
C101065,01/23/2023,Central,Bronze,user1065@example.com
C101066,02/10/2023,South,Gold,user1066@example.com
C101067,05/18/2022,Central,Bronze,user1067@example.com
C101068,07/29/2021,East,Silver,user1068@example.com
C101069,11/28/2022,East,Gold,user1069@example.com
C101070,10/04/2022,East,Platinum,user1070@example.com
C101071,05/10/2022,West,Silver,user1071@example.com
C101072,04/15/2023,,Gold,user1072@example.com
C101073,08/31/2021,North,Bronze,user1073@example.com
C101074,01/31/2021,South,Bronze,user1074@example.com
C101075,11/26/2021,Central,Bronze,user1075@example.com
C101076,08/04/2021,North,Silver,user1076@example.com
C101077,01/23/2023,South,Platinum,user1077@example.com
C101078,04/17/2023,Central,Bronze,user1078@example.com
C101079,10/29/2021,West,Bronze,user1079@example.com
C101080,03/24/2023,North,Gold,user1080@example.com
C101081,09/05/2022,North,Gold,user1081@example.com
C101082,07/16/2023,East,Silver,user1082@example.com
C101083,03/22/2021,East,Bronze,user1083@example.com
C101084,03/11/2021,Central,Silver,user1084@example.com
C101085,11/24/2022,Central,Bronze,user1085@example.com
C101086,11/11/2022,Central,Bronze,user1086@example.com
C101087,01/20/2023,Central,Bronze,user1087@example.com
C101088,03/26/2022,South,Bronze,user1088@example.com
C101089,08/07/2021,West,Gold,user1089@example.com
C101090,12/19/2021,East,Silver,user1090@example.com
C101091,03/27/2023,Central,Silver,user1091@example.com
C101092,02/02/2023,North,Silver,user1092@example.com
C101093,10/02/2022,Central,Bronze,user1093@example.com
C101094,08/13/2022,Central,Bronze,user1094@example.com
C101095,04/05/2022,West,Silver,user1095@example.com
C101096,10/23/2021,West,Silver,user1096@example.com
C101097,06/27/2023,,Bronze,user1097@example.com
C101098,05/16/2023,North,Bronze,user1098@example.com
C101099,03/17/2023,South,Bronze,user1099@example.com
C101100,11/07/2021,East,Platinum,user1100@example.com
C101101,08/24/2022,South,Bronze,user1101@example.com
C101102,07/12/2023,,Bronze,user1102@example.com
C101103,09/08/2023,East,Gold,user1103@example.com
C101104,07/18/2023,South,Silver,user1104@example.com
C101105,02/27/2022,Central,Bronze,user1105@example.com
C101106,05/02/2021,South,Silver,user1106@example.com
C101107,11/04/2021,Central,Bronze,user1107@example.com
C101108,04/22/2022,South,Bronze,user1108@example.com
C101109,05/01/2023,North,Bronze,user1109@example.com
C101110,04/23/2021,North,Bronze,user1110@example.com
C101111,10/04/2022,North,Bronze,user1111@example.com
C101112,03/05/2022,West,Gold,user1112@example.com
C101113,04/23/2023,South,Bronze,user1113@example.com
C101114,07/22/2021,East,Bronze,user1114@example.com
C101115,07/15/2022,South,Bronze,user1115@example.com
C101116,12/27/2021,South,Bronze,user1116@example.com
C101117,01/03/2021,South,Silver,user1117@example.com
C101118,03/11/2023,North,Bronze,user1118@example.com
C101119,09/27/2023,North,Bronze,user1119@example.com
C101120,06/09/2021,East,Silver,user1120@example.com
C101121,03/10/2022,South,Silver,user1121@example.com
C101122,06/12/2022,South,Gold,user1122@example.com
C101123,11/17/2022,North,Silver,user1123@example.com
C101124,02/01/2023,Central,Silver,user1124@example.com
C101125,06/22/2023,South,Gold,user1125@example.com
C101126,05/21/2022,North,Gold,user1126@example.com
